0,Bad
1,Good
2,Good
3,Bad
4,Bad
5,Good
6,Good
7,Good
8,Bad
9,Good
10,Bad
11,Bad
12,Good
13,Okay
14,Good
15,Bad
16,Good
17,Good
18,Okay
19,Okay
20,Good
21,Good
22,Good
23,Good
24,Good
25,Bad
26,Bad
27,Bad
28,Good
29,Good
30,Good
31,Bad
32,Bad
33,Okay
34,Good
35,Okay
36,Bad
37,Good
38,Good
39,Bad
40,Bad
41,Good
42,Bad
43,Good
44,Good
45,Bad
46,Good
47,Bad
48,Good
49,Okay
50,Bad
51,Bad
52,Bad
53,Bad
54,Bad
55,Bad
56,Good
57,Bad
58,Good
59,Bad
60,Good
61,Good
62,Good
63,Bad
64,Good
65,Bad
66,Good
67,Good
68,Okay
69,Good
70,Bad
71,Good
72,Bad
73,Okay
74,Good
75,Good
76,Good
77,Okay
78,Bad
79,Bad
80,Good
81,Bad
82,Good
83,Good
84,Bad
85,Okay
86,Good
87,Good
88,Bad
89,Good
90,Okay
91,Bad
92,Bad
93,Bad
94,Good
95,Good
96,Good
97,Good
98,Bad
99,Good
100,Bad
101,Good
102,Bad
103,Good
104,Bad
105,Okay
106,Bad
107,Bad
108,Bad
109,Good
110,Good
111,Bad
112,Good
113,Good
114,Bad
115,Bad
116,Bad
117,Good
118,Good
119,Okay
120,Okay
121,Bad
122,Good
123,Bad
124,Good
125,Good
126,Okay
127,Bad
128,Good
129,Bad
130,Bad
131,Good
132,Good
133,Okay
134,Good
135,Bad
136,Bad
137,Good
138,Bad
139,Bad
140,Good
141,Good
142,Good
143,Bad
144,Good
145,Bad
146,Good
147,Good
148,Okay
149,Good
150,Okay
151,Good
152,Good
153,Good
154,Good
155,Good
156,Good
157,Bad
158,Okay
159,Good
160,Good
161,Bad
162,Good
163,Good
164,Bad
165,Bad
166,Good
167,Okay
168,Bad
169,Bad
170,Good
171,Good
172,Okay
173,Good
174,Bad
175,Okay
176,Bad
177,Bad
178,Bad
179,Good
180,Good
181,Good
182,Bad
183,Good
184,Good
185,Good
186,Okay
187,Bad
188,Good
189,Okay
190,Good
191,Good
192,Okay
193,Good
194,Bad
195,Bad
196,Okay
197,Okay
198,Bad
199,Okay
200,Good
201,Good
202,Good
203,Good
204,Bad
205,Bad
206,Good
207,Okay
208,Good
209,Bad
210,Good
211,Bad
212,Bad
213,Good
214,Bad
215,Bad
216,Okay
217,Good
218,Good
219,Good
220,Good
221,Bad
222,Good
223,Okay
224,Bad
225,Bad
226,Okay
227,Okay
228,Bad
229,Good
230,Good
231,Good
232,Good
233,Bad
234,Good
235,Good
236,Good
237,Okay
238,Good
239,Good
240,Okay
241,Good
242,Okay
243,Bad
244,Good
245,Bad
246,Good
247,Good
248,Bad
249,Good
250,Good
251,Bad
252,Good
253,Bad
254,Good
255,Good
256,Bad
257,Bad
258,Good
259,Bad
260,Good
261,Bad
262,Bad
263,Bad
264,Good
265,Bad
266,Bad
267,Okay
268,Good
269,Bad
270,Bad
271,Good
272,Good
273,Good
274,Okay
275,Bad
276,Bad
277,Good
278,Good
279,Good
280,Bad
281,Okay
282,Bad
283,Good
284,Bad
285,Good
286,Good
287,Good
288,Bad
289,Okay
290,Good
291,Okay
292,Bad
293,Okay
294,Bad
295,Bad
296,Bad
297,Good
298,Okay
299,Bad
300,Bad
301,Okay
302,Okay
303,Good
304,Bad
305,Bad
306,Good
307,Bad
308,Okay
309,Bad
310,Good
311,Good
312,Okay
313,Good
314,Okay
315,Good
316,Okay
317,Bad
318,Okay
319,Okay
320,Good
321,Good
322,Good
323,Bad
324,Bad
325,Good
326,Bad
327,Good
328,Good
329,Good
330,Good
331,Good
332,Good
333,Bad
334,Bad
335,Bad
336,Good
337,Okay
338,Good
339,Good
340,Bad
341,Bad
342,Good
343,Good
344,Good
345,Bad
346,Good
347,Bad
348,Okay
349,Bad
350,Bad
351,Good
352,Bad
353,Bad
354,Good
355,Good
356,Bad
357,Bad
358,Good
359,Bad
360,Bad
361,Bad
362,Bad
363,Good
364,Good
365,Bad
366,Okay
367,Okay
368,Bad
369,Good
370,Okay
371,Bad
372,Good
373,Good
374,Okay
375,Good
376,Good
377,Good
378,Good
379,Good
380,Good
381,Bad
382,Good
383,Good
384,Bad
385,Good
386,Good
387,Bad
388,Good
389,Okay
390,Bad
391,Good
392,Okay
393,Good
394,Good
395,Bad
396,Good
397,Good
398,Okay
399,Bad
400,Bad
401,Good
402,Okay
403,Bad
404,Bad
405,Bad
406,Bad
407,Okay
408,Bad
409,Good
410,Bad
412,Good
413,Bad
414,Okay
415,Okay
416,Okay
417,Bad
418,Good
419,Good
420,Good
421,Bad
422,Good
423,Bad
424,Okay
425,Good
426,Bad
427,Bad
428,Good
429,Okay
430,Bad
431,Good
432,Bad
433,Bad
434,Good
435,Bad
436,Okay
437,Bad
438,Good
439,Good
440,Good
441,Good
442,Good
443,Bad
444,Good
445,Good
446,Good
447,Bad
448,Bad
449,Good
450,Good
451,Bad
452,Okay
453,Bad
454,Good
455,Good
456,Okay
457,Good
458,Good
459,Good
460,Good
461,Good
462,Bad
463,Bad
464,Good
465,Good
466,Bad
467,Good
468,Okay
469,Bad
470,Bad
471,Good
472,Good
473,Good
474,Bad
475,Bad
476,Bad
477,Good
478,Good
479,Good
480,Good
481,Bad
482,Bad
483,Bad
484,Bad
485,Good
486,Good
487,Good
488,Bad
489,Good
490,Okay
491,Bad
492,Okay
493,Okay
494,Bad
495,Okay
496,Good
497,Good
498,Bad
499,Good
500,Bad
501,Bad
502,Good
503,Good
504,Bad
505,Good
506,Bad
507,Good
508,Okay
509,Bad
510,Okay
511,Good
512,Good
513,Okay
514,Bad
515,Bad
516,Good
517,Bad
518,Bad
519,Good
520,Okay
521,Good
522,Okay
523,Good
524,Good
525,Good
526,Okay
527,Good
528,Good
529,Good
530,Okay
531,Good
532,Bad
533,Good
534,Okay
535,Okay
536,Bad
537,Okay
538,Bad
539,Good
540,Bad
541,Good
542,Okay
543,Okay
544,Okay
545,Good
546,Bad
547,Okay
548,Bad
549,Okay
550,Bad
551,Good
552,Good
553,Good
554,Bad
555,Bad
556,Good
557,Good
558,Good
559,Good
560,Good
561,Bad
562,Bad
563,Good
564,Good
565,Bad
566,Okay
567,Good
568,Okay
569,Okay
570,Okay
571,Bad
572,Good
573,Bad
574,Bad
575,Good
576,Okay
577,Bad
578,Okay
579,Good
580,Good
581,Good
582,Bad
583,Good
584,Good
585,Bad
586,Good
587,Good
588,Good
589,Bad
590,Okay
591,Good
592,Good
593,Good
594,Okay
595,Bad
596,Bad
597,Okay
598,Good
599,Bad
600,Bad
601,Good
602,Good
603,Bad
604,Good
605,Good
606,Bad
607,Bad
608,Good
609,Good
610,Good
611,Bad
612,Okay
613,Okay
614,Good
615,Good
616,Okay
617,Bad
618,Good
619,Bad
620,Bad
621,Bad
622,
623,Okay
624,Good
625,Good
626,Okay
627,Okay
628,Okay
629,Okay
630,Bad
631,Bad
632,Good
633,Okay
634,Good
635,Good
636,Okay
637,Okay
638,Okay
639,Okay
640,Bad
641,Bad
642,Good
643,
644,Bad
645,Okay
646,Bad
647,Bad
648,Bad
649,Bad
650,Okay
651,Okay
652,Bad
653,Bad
654,Good
655,Okay
656,Okay
657,Bad
658,Okay
659,Good
660,Good
661,Bad
662,Bad
663,Good
664,Good
665,Good
666,Bad
667,Good
668,Good
669,Good
670,Bad
671,Good
672,Good
673,Bad
674,Good
675,Good
676,Good
677,Bad
678,Bad
679,Bad
680,Good
681,Good
682,Bad
683,Good
684,Good
685,Okay
686,Good
687,Okay
688,Bad
689,Okay
690,Good
691,Okay
692,Bad
693,Bad
694,Bad
695,Bad
696,Bad
697,Bad
698,Okay
699,
700,Okay
701,Good
702,Good
703,Good
704,Bad
705,Okay
706,Good
707,Okay
708,Bad
709,Bad
710,Good
711,Okay
712,Bad
713,Okay
714,Bad
715,Bad
716,Bad
717,Good
718,Good
719,Bad
720,Good
721,Good
722,Bad
723,Bad
724,Bad
725,Bad
726,Good
727,Good
728,Bad
729,Good
730,Good
731,Good
732,Good
733,Good
734,Good
735,Good
736,Bad
737,Bad
738,Bad
739,Good
740,Good
741,Bad
742,Good
743,Good
744,Good
745,Okay
746,Good
747,Good
748,Good
749,Bad
750,Bad
751,Good
752,Okay
753,Good
754,Good
755,Good
756,Bad
757,Good
758,Good
759,Good
760,Okay
761,Bad
762,Bad
763,Good
764,Good
765,Okay
766,Good
767,Good
768,Okay
769,Bad
770,Okay
771,Bad
772,Good
773,Bad
774,Bad
775,Bad
776,Good
777,Bad
778,Good
779,Good
780,Bad
781,Bad
782,Okay
783,Bad
784,Okay
785,Good
786,Good
787,Bad
788,Good
789,Good
790,Bad
791,Good
792,Good
793,Bad
794,Okay
795,Good
796,Good
797,Good
798,Good
799,Good
800,Bad
801,Okay
802,Okay
803,Bad
804,Good
805,Okay
806,Bad
807,Bad
808,Good
809,Bad
810,Bad
811,Bad
812,Bad
813,Bad
814,Good
815,Okay
816,Good
817,Bad
818,Good
819,Okay
820,Good
821,Good
822,Bad
823,Bad
824,Bad
825,Good
826,Good
827,Bad
828,Okay
829,Good
830,Good
831,Good
832,Good
833,Bad
834,Bad
835,Good
836,Good
837,Okay
838,Good
839,Good
840,Bad
841,Bad
842,Good
843,Okay
844,Okay
845,Good
846,Bad
847,Bad
848,Good
849,Good
850,Good
851,Okay
852,Bad
853,Good
854,Okay
855,Bad
856,Good
857,Good
858,Good
859,Good
860,Good
861,Good
862,Good
863,Good
864,Okay
865,Bad
866,Bad
867,Okay
868,Good
869,Okay
870,Good
871,Good
872,Okay
873,Good
874,Good
875,Bad
876,Bad
877,Bad
878,Bad
879,Good
880,Bad
881,Good
882,Bad
883,Okay
884,Bad
885,Good
886,Okay
887,Good
888,Good
889,Bad
890,Good
891,Good
892,Good
893,Good
894,Good
895,Good
896,Good
897,Okay
898,Bad
899,Okay
900,Okay
901,Bad
902,Okay
903,Bad
904,Okay
905,Okay
906,Good
907,Bad
908,Okay
909,Bad
910,Good
911,Bad
912,Okay
913,Good
914,Bad
915,Okay
916,Good
917,Okay
918,Bad
919,Good
920,Okay
921,Good
922,Okay
923,Okay
924,Okay
925,Bad
926,Good
927,Okay
928,Good
929,Good
930,Good
931,Good
932,Good
933,Good
934,Okay
935,Good
936,Okay
937,Okay
938,Okay
939,Bad
940,Bad
941,Okay
942,Bad
943,Okay
944,Good
945,Good
946,Good
947,Okay
948,Good
949,Good
950,Bad
951,Good
952,Good
953,Good
954,Bad
955,Good
956,Bad
957,Bad
958,Bad
959,Bad
960,Bad
961,Okay
962,Good
963,Good
964,Okay
965,Good
966,Bad
967,Good
968,Good
969,Okay
970,Good
971,Bad
972,Good
973,Okay
974,Good
975,Good
976,Good
977,Good
978,Bad
979,Good
980,Good
981,Bad
982,Good
983,Good
984,Good
985,Good
986,Good
987,Good
988,Good
989,Bad
990,Okay
991,Good
992,Bad
993,Good
994,Good
995,Good
996,Bad
997,Good
998,Okay
999,Good
1000,Bad
1001,Okay
1002,Good
1003,Bad
1004,Bad
1005,Good
1006,Good
1007,Good
1008,Good
1009,Okay
1010,Bad
1011,Bad
1012,Good
1013,Good
1014,Bad
1015,Good
1016,Bad
1017,Good
1018,Good
1019,Okay
1020,Good
1021,Bad
1022,Good
1023,Bad
1024,Good
1025,Good
1026,Good
1027,Good
1028,Good
1029,Good
1030,Good
1031,Okay
1032,Good
1033,Bad
1034,Okay
1035,Good
1036,Bad
1037,Okay
1038,Good
1039,Okay
1040,Good
1041,Good
1042,Bad
1043,Good
1044,Good
1045,Okay
1046,Bad
1047,Bad
1048,Bad
1049,Good
1050,Good
1051,Bad
1052,Bad
1053,Good
1054,Good
1055,Good
1056,Good
1057,Bad
1058,Bad
1059,Good
1060,Okay
1061,Good
1062,Bad
1063,Bad
1064,Okay
1065,Good
1066,Okay
1067,Bad
1068,Bad
1069,Bad
1070,Bad
1071,Good
1072,Good
1073,Good
1074,Good
1075,Bad
1076,Bad
1077,Good
1078,Good
1079,Good
1080,Bad
1081,Good
1082,Good
1083,Good
1084,Good
1085,Bad
1086,Good
1087,Okay
1088,Bad
1089,Bad
1090,Good
1091,Good
1092,Bad
1093,Bad
1094,Okay
1095,Okay
1096,Bad
1097,Bad
1098,Good
1099,Okay
1100,Good
1101,Good
1102,Bad
1103,Good
1104,Good
1105,Okay
1106,Good
1107,Good
1108,Good
1109,Bad
1110,Bad
1111,Bad
1112,Good
1113,Good
1114,Good
1115,Bad
1116,Bad
1117,Bad
1118,Good
1119,Good
1120,Bad
1121,Bad
1122,Bad
1123,Bad
1124,Good
1125,Bad
1126,Okay
1127,Okay
1128,Good
1129,Bad
1130,Bad
1131,Okay
1132,Bad
1133,Okay
1134,Bad
1135,Good
1136,Good
1137,Bad
1138,Good
1139,Good
1140,Okay
1141,Good
1142,Good
1143,Good
1144,Bad
1145,Bad
1146,Good
1147,Good
1148,Okay
1149,Good
1150,Bad
1151,Okay
1152,Okay
1153,Good
1154,Okay
1155,Bad
1156,Okay
1157,Good
1158,Okay
1159,Good
1160,Good
1161,
1162,Okay
1163,Good
1164,Bad
1165,Bad
1166,Bad
1167,Good
1168,Good
1169,Good
1170,Bad
1171,Good
1172,Good
1173,Bad
1174,Bad
1175,Good
1176,Good
1177,Okay
1178,Good
1179,Good
1180,Bad
1181,Okay
1182,Okay
1183,Bad
1184,Good
1185,Good
1186,Good
1187,Good
1188,Okay
1189,Good
1190,Bad
1191,Good
1192,Okay
1193,Good
1194,Good
1195,Okay
1196,Okay
1197,Bad
1198,Good
1199,Bad
1200,Good
1201,Good
1202,Okay
1203,Good
1204,Good
1205,Good
1206,Bad
1207,Good
1208,Good
1209,Bad
1210,Good
1211,Good
1212,Okay
1213,Good
1214,Good
1215,Good
1216,Good
1217,Good
1218,Good
1219,Good
1220,Okay
1221,Good
1222,Bad
1223,Good
1224,Good
1225,Bad
1226,Good
1227,Good
1228,Bad
1229,Bad
1230,Bad
1231,Good
1232,Bad
1233,Bad
1234,Bad
1235,Good
1236,Good
1237,Okay
1238,Good
1239,Good
1240,Bad
1241,Bad
1242,Okay
1243,Good
1244,Good
1245,Good
1246,Bad
1247,Bad
1248,Okay
1249,Good
1250,Good
1251,Okay
1252,Good
1253,Good
1254,Good
1255,Bad
1256,Good
1257,Good
1258,Good
1259,Okay
1260,Good
1261,Good
1262,Bad
1263,Good
1264,Bad
1265,Good
1266,Okay
1267,Okay
1268,Okay
1269,Okay
1270,Okay
1271,Good
1272,Good
1273,Good
1274,Good
1275,Good
1276,Good
1277,Good
1278,Good
1279,Good
1280,Bad
1281,Okay
1282,Good
1283,Bad
1284,Good
1285,Good
1286,Good
1287,Bad
1288,Good
1289,Good
1290,Good
1291,Bad
1292,Good
1293,Good
1294,Bad
1295,Good
1296,Okay
1297,Good
1298,Good
1299,Bad
1300,Good
1301,Good
1302,Good
1303,Good
1304,Good
1305,Bad
1306,Okay
1307,Bad
1308,Bad
1309,Good
1310,Bad
1311,Good
1312,Okay
1313,Good
1314,Okay
1315,Good
1316,Good
1317,Good
1318,Bad
1319,Good
1320,Good
1321,Okay
1322,Bad
1323,Okay
1324,Bad
1325,Bad
1326,Good
1327,Good
1328,Good
1329,Okay
1330,Good
1331,Bad
1332,Good
1333,Bad
1334,Good
1335,Bad
1336,Bad
1337,Good
1338,Okay
1339,Bad
1340,Bad
1341,Bad
1342,Bad
1343,Okay
1344,Good
1345,Good
1346,Good
1347,Bad
1348,Good
1349,Bad
1350,Good
1351,Bad
1352,Okay
1353,Bad
1354,Good
1355,Bad
1356,Okay
1357,Good
1358,Good
1359,Bad
1360,Bad
1361,Bad
1362,Bad
1363,Good
1364,Good
1365,Bad
1366,Bad
1367,Good
1368,Good
1369,Good
1370,Bad
1371,Bad
1372,Okay
1373,Okay
1374,Good
1375,Bad
1376,Good
1377,Okay
1378,Okay
1379,Good
1380,Okay
1381,Okay
1382,Okay
1383,Okay
1384,Okay
1385,Bad
1386,Okay
1387,Bad
1388,Bad
1389,Bad
1390,Good
1391,Okay
1392,Okay
1393,Good
1394,Bad
1395,Bad
1396,Okay
1397,Okay
1398,Bad
1399,Good
1400,Bad
1401,Good
1402,Good
1403,Bad
1404,Good
1405,Bad
1406,Bad
1407,Good
1408,Good
1409,Good
1410,Good
1411,Okay
1412,Good
1413,Good
1414,Bad
1415,Bad
1416,Good
1417,Good
1418,Okay
1419,Bad
1420,Bad
1421,Good
1422,Okay
1423,Bad
1424,Okay
1425,Good
1426,Good
1427,Bad
1428,Okay
1429,Good
1430,Good
1431,Good
1432,Good
1433,Okay
1434,Okay
1435,Bad
1436,Bad
1437,Good
1438,Good
1439,Good
1440,Bad
1441,Bad
1442,Bad
1443,Good
1444,Okay
1445,Bad
1446,Good
1447,Good
1448,Good
1449,Bad
1450,Good
1451,Good
1452,Good
1453,Bad
1454,Bad
1455,Bad
1456,Good
1457,Bad
1458,Good
1459,Bad
1460,Bad
1461,Good
1462,Good
1463,Good
1464,Bad
1465,Okay
1466,Good
1467,Good
1468,Good
1469,Bad
1470,Bad
1471,Good
1472,Bad
1473,Bad
1474,Good
1475,Good
1476,Good
1477,Good
1478,Good
1479,Good
1480,Okay
1481,Okay
1482,Good
1483,Okay
1484,Good
1485,Bad
1486,Okay
1487,Good
1488,Bad
1489,Bad
1490,Good
1491,Good
1492,Bad
1493,Okay
1494,Bad
1495,Good
1496,Good
1497,Okay
1498,Okay
1499,Good
1500,Bad
1501,Good
1502,Bad
1503,Good
1504,Bad
1505,Okay
1506,Okay
1507,Good
1508,Good
1509,Good
1510,Good
1511,Good
1512,Okay
1513,Bad
1514,Okay
1515,Okay
1516,Okay
1517,Good
1518,Good
1519,Okay
1520,Good
1521,Good
1522,Good
1523,Good
1524,Okay
1525,Bad
1526,Bad
1527,Good
1528,Bad
1529,Bad
1530,Bad
1531,Bad
1532,Bad
1533,Bad
1534,Bad
1535,Bad
1536,Good
1537,Good
1538,
1539,Good
1540,Good
1541,Bad
1542,Bad
1543,Good
1544,Good
1545,Bad
1546,Good
1547,Good
1548,Bad
1549,Good
1550,Okay
1551,Good
1552,Okay
1553,Good
1554,Okay
1555,Good
1556,Bad
1557,Okay
1558,Good
1559,Bad
1560,Good
1561,Okay
1562,Bad
1563,Bad
1564,Bad
1565,Good
1566,Bad
1567,Bad
1568,Okay
1569,Bad
1570,Good
1571,Good
1572,Bad
1573,Good
1574,Bad
1575,Okay
1576,Okay
1577,Good
1578,Good
1579,Okay
1580,Bad
1581,Good
1582,Good
1583,Good
1584,Okay
1585,Bad
1586,Good
1587,Good
1588,Good
1589,Okay
1590,Bad
1591,Bad
1592,Good
1593,Good
1594,Good
1595,Bad
1596,Bad
1597,Okay
1598,Okay
1599,Bad
1600,Good
1601,Good
1602,Good
1603,Bad
1604,Okay
1605,Good
1606,Good
1607,Good
1608,Good
1609,Okay
1610,Good
1611,Good
1612,Bad
1613,Good
1614,Bad
1615,Good
1616,Good
1617,Bad
1618,Good
1619,Okay
1620,Good
1621,Okay
1622,Bad
1623,
1624,Good
1625,Good
1626,Good
1627,Bad
1628,Bad
1629,Good
1630,Bad
1631,Okay
1632,Bad
1633,Okay
1634,Bad
1635,Good
1636,Good
1637,Okay
1638,Okay
1639,Bad
1640,Bad
1641,Bad
1642,Bad
1643,Bad
1644,Good
1645,Bad
1646,Good
1647,Good
1648,Bad
1649,Okay
1650,Bad
1651,Bad
1652,Bad
1653,Okay
1654,Okay
1655,Good
1656,Good
1657,Good
1658,Good
1659,Okay
1660,Good
1661,Good
1662,Bad
1663,Good
1664,Bad
1665,Bad
1666,Bad
1667,Good
1668,Bad
1669,Bad
1670,Bad
1671,Good
1672,Bad
1673,Good
1674,Good
1675,Good
1676,Good
1677,Good
1678,Bad
1679,Good
1680,Good
1681,Bad
1682,Bad
1683,Bad
1684,Good
1685,Good
1686,Okay
1687,Okay
1688,Good
1689,Good
1690,Good
1691,Good
1692,Okay
1693,Good
1694,Okay
1695,Good
1696,Bad
1697,Good
1698,Good
1699,Good
1700,Okay
1701,Good
1702,Bad
1703,Bad
1704,Good
1705,Bad
1706,Good
1707,Good
1708,Good
1709,Good
1710,Bad
1711,Good
1712,Bad
1713,Good
1714,Okay
1715,Good
1716,Bad
1717,Good
1718,Bad
1719,Good
1720,Bad
1721,Okay
1722,Bad
1723,Bad
1724,Bad
1725,Good
1726,Okay
1727,Bad
1728,Good
1729,Bad
1730,Okay
1731,Good
1732,Good
1733,Okay
1734,Good
1735,Good
1736,Good
1737,Good
1738,Good
1739,Good
1740,Bad
1741,Bad
1742,Okay
1743,Good
1744,Okay
1745,Good
1746,Good
1747,Good
1748,Bad
1749,Bad
1750,Bad
1751,Bad
1752,Bad
1753,Okay
1754,Bad
1755,Good
1756,Okay
1757,Good
1758,Bad
1759,Okay
1760,Bad
1761,Okay
1762,Okay
1763,Good
1764,Good
1765,Good
1766,Good
1767,Bad
1768,Okay
1769,Good
1770,Bad
1771,Bad
1772,Bad
1773,Okay
1774,Bad
1775,Good
1776,Bad
1777,Bad
1778,Bad
1779,Good
1780,Okay
1781,Good
1782,Bad
1783,Good
1784,Good
1785,Bad
1786,Okay
1787,Okay
1788,Bad
1789,Bad
1790,Good
1791,Good
1792,Bad
1793,Bad
1794,Bad
1795,Bad
1796,Bad
1797,Good
1798,Bad
1799,Good
1800,Good
1801,Good
1802,Good
1803,Bad
1804,Good
1805,Bad
1806,Okay
1807,Good
1808,Good
1809,Good
1810,Bad
1811,Bad
1812,Bad
1813,Bad
1814,Good
1815,Bad
1816,Okay
1817,Good
1818,Okay
1819,Good
1820,Good
1821,Okay
1822,Good
1823,Good
1824,Bad
1825,Good
1826,Okay
1827,Bad
1828,Good
1829,Good
1830,Good
1831,Good
1832,Bad
1833,Good
1834,Okay
1835,Okay
1836,Bad
1837,Bad
1838,Good
1839,Good
1840,Bad
1841,Good
1842,Good
